Symbol,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,Net Income,Beta,Revenue Growth,Debt to Equity,Profit Margin,Operating Income,Predicted 5 Year Return Rate,Return on Assets,Predicted Stock Insight,Analyst Recommendation,Quick Ratio
CI,Health Care,189.27,18.11,0.020466639,7.2,227.13,141.93,47680910480.0,0.0,1.550762,3.39,1813824459.533999,0.576,0.116,0.6691473941544253,0.0092927523837858,4221927723.4042554,0.005404691369250738,0.011873609491519426,Stable,buy,0.9480929782518385
CINF,Financials,70.34,27.48,2.918904,3.55,81.98,68.24,11916533018.0,0.0,2.756679,1.6,601417290.5018481,0.624,0.078,0.07224334600760456,0.06006364630998184,2389545891.9333334,0.005376951062818084,0.01835323905220935,Overvalued,buy,0.9258407654744877
CL,Consumer Staples,68.95,24.02,2.2801766,2.28,77.91,66.26,61616643498.0,4064000000.0,4.000737,236.42,2037504672.5952137,0.406,0.069,14.883415435139574,0.10471833646477945,4085000000.0,0.0036200521329227374,0.12429114088911204,Dividend Paying,buy,0.7055473528791394
CLX,Consumer Staples,127.76,23.44,2.6286967,5.33,150.4,124.09,16540418002.0,1295000000.0,2.798683,21.62,690047181.8304634,0.422,0.16,13.290909090909091,0.09338843982006542,823000000.0,0.0035085880202492185,0.11607185564852202,Overvalued,hold,0.5905059989567032
CMA,Financials,89.18,18.89,1.2823253,4.13,98.18,64.04,16274969256.0,0.0,4.905472,1.96,753707367.4285713,1.283,-0.22,1.5252887917577271,0.20982944527521474,2389545891.9333334,0.004537676593656139,0.008780988506053211,Low Growth,hold,0.9258407654744877
CMCSA,Consumer Discretionary,38.19,18.54,1.8929017,4.74,44.0,34.78,186476996883.0,28675000000.0,2.1797748,2.65,23144827578.565594,0.967,0.023,1.173959832170538,0.19037959051891548,23313000000.0,0.004654144473802514,0.08740130726656217,Low Growth,buy,0.4844844772283447
CME,Financials,153.04,32.15,3.6828613,11.94,163.0,114.8176,54423298745.0,2851800000.0,14.881806,2.51,4246041472.9175377,0.486,0.194,0.12811028540012492,0.7610893676024911,3435700000.0,0.004440028681469408,0.03273586572194783,High Growth,buy,0.9794768527230894
CMG,Consumer Discretionary,266.01,45.86,0.0,0.8,499.0,263.0,7685283970.0,401293000.0,2.5523853,6.11,23112767.098981246,1.301,0.154,1.3231061779951518,0.0023413278874665467,1633114000.0,0.0057802325145596455,0.0028731634775985026,High Growth,buy,1.5344126137052758
CMI,Industrials,165.73,16.83,2.5008683,8.23,194.18,143.8301,28669230787.0,2924000000.0,1.9406168,3.89,1423687741.3685515,1.043,0.099,0.8144632768361582,0.04179326996531782,1412000000.0,0.005435473366932045,0.04448329140348544,Stable,hold,0.7378904130822289
CMS,Utilities,41.77,21.42,3.3918407,1.99,50.85,41.07,11873960824.0,2099000000.0,2.4711676,2.65,565697439.3047642,0.38,-0.144,2.0735683987274656,0.07581043142652964,1235000000.0,0.004673032218425399,0.016877925807941167,Low Growth,buy,0.6566493955094992
CNC,Health Care,100.36,19.12,0.0,3.23,112.42,65.03,18012494506.0,2063000000.0,0.5028663,2.58,579716592.8096851,0.391,0.056,0.7305340557275541,0.0037644179040752543,3459000000.0,0.005626590207081689,0.006849122680612057,Undervalued,buy,1.0194220292862166
CNP,Utilities,25.85,19.73,4.2109256,1.0,30.45,25.51,11362043297.0,2337000000.0,1.6262617,3.21,439537458.2978723,0.932,-0.195,1.9259335884969484,0.0505447859128188,1760000000.0,0.003800504701638451,0.011067290905145973,Low Growth,buy,0.5841097308488613
COF,Financials,91.8,11.85,1.6306564,3.45,106.5,76.05,47637260000.0,0.0,1.5931405,0.94,1790289183.0065362,1.471,0.004,0.849007557368865,0.04866635450040874,2389545891.9333334,0.0067296828768247064,0.00374174270792899,Low Growth,hold,0.9258407654744877
COG,Energy,23.01,60.55,1.0269576,-0.92,29.57,21.4,10808821635.0,404951000.0,8.636729,4.21,-432164967.5880052,1.5413749999999997,-0.11763157894736842,0.4245465742304194,-0.00813926283722831,7503534208.333333,-0.0002379594559839591,-0.006873574278762399,Volatile,buy,0.9966137145235536
COL,Industrials,133.31,22.29,0.9748892,4.8,139.63,89.9,22197870556.0,1696000000.0,3.781273,3.46,799263211.0779386,1.171875,0.052288461538461534,1.52137196108356,0.03310110703902217,2770624732.142857,-0.0002379594559839591,0.023546876264843388,Volatile,buy,0.8334267422865484
COO,Health Care,223.17,22.96,0.026033757,7.52,256.39,187.02,11297958140.0,615700000.0,6.8538465,3.57,380699221.2788457,0.947,0.093,0.3402553371828151,0.10594991129879933,533100000.0,0.004729378603865477,0.032653099458683554,Stable,buy,1.00030959752322
COP,Energy,53.24,72.93,2.049254,-0.65,61.315,42.265,65482462410.0,5328000000.0,2.0764177,2.16,-799466577.1318557,1.275,-0.208,0.38428133687777755,-0.014240333751302181,15026000000.0,0.008495883989383664,-0.008334374891912927,High Growth,buy,1.2925537231384308
COST,Consumer Staples,178.61,30.69,1.0917627,6.09,199.88,150.0,80439804508.0,5679000000.0,0.61203885,7.24,2742726663.981412,0.761,0.062,0.354537473062495,0.011320015947754393,8114000000.0,0.009488748853374198,0.0397531185897529,Overvalued,buy,0.5725515886013757
COTY,Consumer Staples,19.96,24.64,2.860412,-0.63,21.175,14.24,13101112504.0,211400000.0,2.0061796,1.37,-413512068.01202404,1.843,0.017258064516129035,1.1506766156570127,-0.0744516785819528,537200000.0,-0.0002379594559839591,-0.03265875308112909,Low Growth,buy,0.4378471207249342
CPB,Consumer Staples,44.83,14.84,3.125,2.89,64.23,43.5,13467193376.0,1683000000.0,2.3898203,7.91,868172849.8023645,0.23,-0.022,1.356733133023764,0.09278324781472315,1312000000.0,0.003081210214123032,0.0719997387462568,Undervalued,hold,0.3465346534653465
CRM,Information Technology,104.03,520.15,0.0,0.27,114.52,79.63,79489115000.0,925804000.0,10.3738785,8.81,206306460.15572432,1.279,0.113,0.21104516648224525,0.005918652212058534,5999000000.0,0.0033672302502488856,0.0020667227007375487,Volatile,buy,0.9741020697213774
CSCO,Information Technology,38.77,17.87,2.8755577,1.91,42.98,30.36,199425716482.0,15447000000.0,5.484418,3.07,9824687090.034046,0.852,-0.059,0.18918675174170857,0.17236897943847235,15562000000.0,0.004115185617368126,0.09646042385062685,Dividend Paying,hold,1.2681337634545977
CSRA,Information Technology,30.85,15.12,1.275917,1.83,33.79,27.38,5134501276.0,543000000.0,1.3324839,11.37,304574954.13549435,1.1849285714285713,0.09067924528301889,0.4748850457386026,0.0076818906982770805,10675799947.368422,-0.0002379594559839591,0.004768522336991994,Volatile,buy,1.30790078037718
CSX,Industrials,50.47,21.94,1.5102888,6.07,60.04,45.41,47340511707.0,5003000000.0,4.216355,4.27,5693618110.986527,1.173,-0.013,1.5686015831134565,0.3884572634909277,5556000000.0,0.006393522485940472,0.13425811429415505,Low Growth,buy,0.9112903225806451
CTAS,Industrials,149.32,32.75,1.0344827,4.38,169.96,113.79,16676145923.0,1097295000.0,2.7614057,6.53,489160990.77645326,1.263,0.093,0.6905804006536256,0.05548704721918794,1802664000.0,0.005021917309227981,0.05723620579068474,Volatile,buy,1.1543621378434583
CTL,Telecommunication Services,16.2,8.35,12.661196,1.16,27.61,13.161,18237196861.0,5577000000.0,1.4795984,1.39,1305873355.4790123,0.5475,0.0095,1.6852095009886219,0.010186140166449656,26686000000.0,-0.0002379594559839591,0.003317283058188939,Low Growth,hold,0.6616003833253474
CTSH,Information Technology,75.16,22.44,1.0454783,2.54,79.28,54.76,45119684067.0,2946000000.0,3.9678397,3.94,1524800392.8975518,1.066,-0.017,0.09941785741286761,0.07878883857270458,2918000000.0,0.003816936801891405,0.08249745132811512,Low Growth,hold,1.3121248781128112
CTXS,Information Technology,84.53,20.37,0.0,-0.24,95.0,73.3346,13199167493.0,810268000.0,4.7538714,6.73,-37475454.848219566,1.1849285714285713,0.09067924528301889,0.4748850457386026,-0.0009451937662745971,10675799947.368422,0.0041757646650820955,-0.0005867276383243634,Volatile,buy,1.30790078037718
CVS,Consumer Staples,70.55,12.36,2.6899798,4.91,84.0,66.45,75323141722.0,11704000000.0,0.549852,2.13,5242191720.127852,0.511,0.12,1.038241718000026,0.014652161464513697,14599000000.0,0.004900261574050749,0.02099160574756476,Dividend Paying,buy,0.6292919471138668
CVX,Energy,112.3,27.52,3.885853,4.85,133.88,102.55,218978820159.0,28877000000.0,1.6489863,1.71,9457233105.70926,1.129,-0.156,0.12945072286387047,0.048027469520596715,26229000000.0,0.005284197468632554,0.03614708103637652,Dividend Paying,buy,1.007998015996032
CXO,Energy,140.09,84.39,0.0,-11.04,162.91,106.73,22021882339.0,2151190000.0,12.271951,2.61,-1735467064.1913056,1.5413749999999997,-0.11763157894736842,0.4245465742304194,-0.032685255955943585,7503534208.333333,-0.0002379594559839591,-0.02760256538294137,Volatile,hold,0.9966137145235536
D,Utilities,73.31,20.42,4.5281997,4.91,85.3,71.59,47543571860.0,6428000000.0,3.7954214,2.96,3184271420.441959,0.608,-0.281,1.6071415598096552,0.22123750576265955,3694000000.0,0.004009340339953701,0.02920492534707204,Dividend Paying,hold,0.9678460532766792
DAL,Industrials,51.23,10.37,2.2655525,4.94,60.79,43.81,38393603535.0,8348000000.0,0.91792434,2.67,3702213575.3054857,1.428,0.059,2.456641152633949,0.06377848634415459,5277000000.0,0.005551816961655485,0.05027176111163823,Dividend Paying,buy,0.3389734272087213
DE,Industrials,153.66,23.14,1.4866204,6.64,171.96,106.72,52186628646.0,4053300000.0,2.3746448,5.31,2255103567.6782503,1.047,-0.037,2.923663070920358,0.037430347358887436,14591000000.0,0.005031947666754433,0.021665564073114322,Low Growth,buy,1.6596045197740112
DFS,Financials,72.4,12.13,1.8269607,5.41,81.93,57.5,27433540000.0,0.0,2.3610325,2.52,2049937174.033149,1.436,-0.194,1.4385621796601025,0.129252028627563,2389545891.9333334,0.006980046170316451,0.01352897383900126,Low Growth,hold,0.9258407654744877
DG,Consumer Discretionary,95.1,21.18,1.0625255,4.43,105.82,65.97,26580644874.0,2457604000.0,1.5283886,4.53,1238194077.7268138,0.411,0.024,2.680463331584463,0.03200161765634543,2446300000.0,0.005674220512395191,0.040206862005889535,Undervalued,buy,0.1511304174836199
DGX,Health Care,96.42,17.07,1.9884669,5.5,112.965,90.1,13578300000.0,1453000000.0,1.7709883,2.82,774534847.5420038,0.893,-0.019,0.8717298240050737,0.08371539640531818,1262000000.0,0.00457234264386367,0.055237116498502624,Low Growth,buy,1.2022038567493112
DHI,Consumer Discretionary,44.55,16.32,1.0801469,2.73,53.32,29.3716,17390873686.0,1691000000.0,1.1931022,2.17,1065703370.6572391,1.643,0.065,0.22658418589896107,0.030053337544337883,6101600000.0,0.00840571631461331,0.032707945720918015,High Growth,buy,3.3897684810662967
DHR,Health Care,92.16,22.87,0.5879265,3.53,104.82,78.97,66351150000.0,4339800000.0,3.688278,2.65,2541444873.046875,0.86,-0.235,0.36525445911079535,0.10638111649421829,5279000000.0,0.005720437899255717,0.03008054247996017,Undervalued,buy,1.3709209572153735
DIS,Consumer Discretionary,101.35,17.78,1.6036655,5.7,116.1,96.2,157817273295.0,12544000000.0,3.9635563,3.82,8875761793.601383,1.388,0.002,0.5025836800064466,0.09984208636416324,8992000000.0,0.003142228964033118,0.043174457476694524,Low Growth,buy,0.989113330550114
DISCA,Consumer Discretionary,22.87,11.0,0.0,1.96,30.25,15.99,8763756733.0,2100000000.0,1.804088,1.5,751069663.1692172,1.4012222222222221,0.05999999999999999,1.6920756330799667,0.02124511060460913,3458162736.111111,-0.0002379594559839591,0.018212362779486038,Low Growth,buy,0.7674569514781113
DISCK,Consumer Discretionary,21.58,10.37,0.0,1.96,29.18,14.99,8320262123.0,2100000000.0,1.7147918,1.43,755686457.8813716,1.4012222222222221,0.05999999999999999,1.6920756330799667,0.02137570343655047,3458162736.111111,-0.0002379594559839591,0.018324313433732108,Low Growth,buy,0.7674569514781113
DISH,Consumer Discretionary,43.77,16.09,0.0,3.06,66.5,42.48,21032719056.0,2754331000.0,1.8521843,3.76,1470416273.9629884,1.4012222222222221,0.05999999999999999,1.6920756330799667,0.04159288799303121,3458162736.111111,0.0034756468440576053,0.03565548700938617,Low Growth,buy,0.7674569514781113
DLR,Real Estate,98.96,16.55,3.5710857,2.19,127.23,101.101,21400952517.0,1260662000.0,12.434961,2.32,473606366.3321544,0.558,0.112,0.9921782275893951,0.0864708949438676,727546000.0,0.004010891871377757,0.010736145725898422,Low Growth,buy,0.6410173785432276
DLTR,Consumer Discretionary,101.58,26.66,0.0,3.77,116.65,65.63,25151198417.0,2430300000.0,1.6097589,4.08,933451644.340323,0.9,0.054,1.4203142306272305,0.030501167970654722,187200000.0,0.005066846995761798,0.042384346009504525,Low Growth,buy,0.21715246875465752
DOV,Industrials,96.2,23.87,1.8815053,5.15,109.06,75.51,15566645713.0,1513291000.0,1.986176,3.59,833349536.6107069,1.274,-0.016,0.7209905602645985,0.09875993159277952,1366343000.0,0.005962554168336365,0.07343248728804443,Low Growth,buy,0.8659700076325006
DPS,Consumer Staples,116.93,26.57,1.9661016,4.54,126.65,83.23,21209783858.0,1507000000.0,4.2149186,9.99,823504820.9639956,0.61503125,0.017258064516129035,1.1598056532134362,0.011483700111286068,5078402375.0,-0.0002379594559839591,0.015528140217606389,Overvalued,buy,0.5117312538341796
DRE,Real Estate,24.52,19.77,3.1533308,0.88,30.14,24.73,9035293365.0,529483000.0,16.077257,1.94,324268277.3735726,1.1220357142857142,0.08645833333333332,1.321750621139707,0.08693686108853325,1053295689.6551725,0.007455857177277101,0.013241922825104547,Low Growth,buy,0.7057215135301967
DRI,Consumer Discretionary,91.33,22.72,2.6503997,3.81,100.11,71.7,11745595320.0,997600000.0,1.5278828,5.89,489989249.63538814,1.257,0.097,2.1775607540313424,0.046719926927991394,1191200000.0,0.007120599019921086,0.047843504333875714,Volatile,buy,0.36636729637658716
DTE,Utilities,98.49,19.12,3.5559585,4.82,116.74,96.56,17808073691.0,2790000000.0,1.9091922,1.95,871508936.8526756,0.646,-0.242,1.897737556561086,0.06838045797196356,2292000000.0,0.004548876805636236,0.019472884300137987,Low Growth,buy,0.4224035356110828
DUK,Utilities,74.32,16.7,4.7849464,3.12,91.8,72.93,52078185682.0,9895000000.0,2.9348857,1.27,2186274748.7599573,0.465,0.104,1.638235054569148,0.075233129688918,7103000000.0,0.004229847625777293,0.01235930618373795,Dividend Paying,buy,0.490481976508708
DVA,Health Care,71.91,20.55,0.0,4.3,80.71,52.51,13685178000.0,2252294000.0,1.1451397,2.79,818332156.862745,1.048,0.078,10.525946953736257,0.06740710444962034,1601003000.0,0.003470795706591473,0.04844042847896077,Undervalued,hold,1.1334437710193042
DVN,Energy,34.94,23.93,0.6528836,-6.89,47.25,28.7947,19317380000.0,3723000000.0,2.0660408,2.85,-3809294453.3485975,2.22,-0.259,0.5347815272365476,-0.24965883165215608,4910000000.0,0.009411854626621757,-0.1555448939709513,Volatile,buy,0.986096982027806
DWDP,Materials,68.21,49.43,2.1529746,1.59,77.08,64.01,165203312427.0,5250000000.0,2.6922395,1.54,3850949519.9960427,1.1365454545454545,-0.04605,0.6973882778122114,0.2728459549743361,1877859454.5454545,-0.0002379594559839591,0.170354701205853,Dividend Paying,hold,1.0511116493740027
DXC,Information Technology,91.92,79.93,0.7493755,-0.89,102.95,67.76,27408621020.0,1628000000.0,1.9598055,2.26,-265379381.06832027,1.866,0.09067924528301889,1.5341721475550472,-0.018390809498844096,290000000.0,0.0021334297777149593,-0.016748462042809737,Volatile,hold,0.5766940849720456
EA,Information Technology,116.54,34.48,0.0,3.07,131.01,81.27,37890226992.0,1560000000.0,7.4415817,8.54,998137951.4796635,0.773,0.034,0.2668312080076786,0.13441125120921943,1443000000.0,0.004032695248568383,0.07416137539785002,Low Growth,buy,0.254585150304414
EBAY,Information Technology,41.02,24.86,0.0,-1.07,46.99,31.89,44216696399.0,2941000000.0,4.6720185,3.8,-1153385303.4356413,1.324,0.05,1.2864290181363351,-0.1140610466214044,1941000000.0,0.004605964591660763,-0.053348071389252606,Low Growth,hold,1.7440956236172567
ECL,Materials,127.76,28.08,1.2319711,4.14,140.5,119.61,38460272282.0,2848600000.0,3.7360687,5.28,1246286218.2802129,1.099,0.178,1.085609158825065,0.0813492133444872,2103700000.0,0.004270190203513056,0.057047147761217436,Overvalued,hold,0.9542316719591329
ED,Utilities,74.73,18.64,3.8001595,4.1,89.7,72.63,23335777662.0,4288000000.0,2.960244,1.58,1280298252.5652347,0.353,-0.146,1.1820587957273845,0.0873148913977518,2331000000.0,0.00352046430083464,0.019301657634669078,Low Growth,hold,0.9390281646549056
EFX,Industrials,114.0,19.03,1.3265306,4.04,147.02,90.72,14121334618.0,1141200000.0,5.6338058,4.59,500440279.44491225,1.506,0.107,1.2596105070466024,0.09504677494585434,933600000.0,0.004790424434610325,0.04075246575284302,Volatile,buy,-1.3122045162790226
EIX,Utilities,58.07,13.23,4.0542803,3.96,83.38,58.76,19447670886.0,4284000000.0,2.161095,1.59,1326205901.6456,0.967,-0.077,2.277982065673182,0.08117308738190722,2628000000.0,0.003459709264832524,0.016221114773424007,Low Growth,buy,0.7308676436380553
EL,Consumer Staples,131.46,37.78,1.1283498,3.35,138.74,81.69,49543264457.0,2478000000.0,3.9522583,10.82,1262512824.6687205,1.071,-0.074,1.8207699194270368,0.07935341449834823,1771000000.0,0.00842470842607094,0.05391897606955885,Overvalued,buy,0.9871794871794872
EMN,Materials,93.57,12.28,2.2630835,10.12,104.08,76.02,14226830813.0,2152000000.0,1.4904785,2.78,1538693254.5426953,1.557,-0.07,0.8878710150238183,0.16706767150300708,1054000000.0,0.004501876775313884,0.10515227598870329,Low Growth,buy,0.6979813664596274
EMR,Industrials,66.4,25.74,2.813225,2.35,74.45,56.77,44040298425.0,2542000000.0,3.6707752,5.01,1558655140.0414155,1.367,0.221,0.413794770167722,0.10277976525165944,2759000000.0,0.004474175975420479,0.036463181117330636,High Growth,buy,2.3475755166931638
EOG,Energy,101.04,246.44,0.63339007,-1.98,119.0,81.99,61164030149.0,3692749000.0,8.02302,4.55,-1198582538.5492873,1.414,-0.07,0.17087931648273408,-0.05170315497149889,8892000000.0,0.0040020317931217485,-0.027329332570611015,Volatile,buy,2.1256750122729504
EQIX,Real Estate,409.98,23.06,1.8775817,1.77,495.345,361.9,33333813618.0,1687152000.0,10.639136,5.14,143911532.52319625,0.581,0.154,1.3976508248048225,0.017575615808432622,1450640000.0,0.005145458360258455,0.004407606168953444,Low Growth,buy,1.0337462249980236
EQR,Real Estate,55.26,17.6,3.5437918,1.63,70.455,56.07,20925508143.0,1710686000.0,8.593619,2.09,617238115.6910965,0.854,0.04,0.6947690330393003,0.21476891001108453,878046000.0,0.004591357715127064,0.030808662254446693,Dividend Paying,hold,-0.1893100602498724
EQT,Energy,46.25,53.16,0.2518363,-2.69,67.84,47.13,12638828950.0,1518305000.0,6.4987307,2.15,-735101618.9297297,1.138,-0.474,0.3954114883708337,-0.14499097214343754,658599000.0,-0.0002379594559839591,-0.029072524019077547,Low Growth,buy,-0.725144084066729
ES,Utilities,56.11,18.22,3.3397784,2.96,66.15,55.2,18027633617.0,2738713000.0,3.1134193,1.68,951021128.2537873,0.597,-0.111,1.8875815478204574,0.07984591409608309,2532235000.0,0.004551832391147424,0.01710093034823153,Low Growth,buy,0.5898848471401491
ESRX,Health Care,73.35,10.72,0.0,5.39,83.485,55.8,42449656350.0,7309300000.0,0.57588416,2.65,3119340800.633947,0.7986122448979591,0.03893478260869565,0.8889550894999193,0.07054432657941402,4221927723.4042554,-0.0002379594559839591,0.06081796444060247,Low Growth,hold,0.9480929782518385
ESS,Real Estate,218.28,18.66,3.2138102,6.27,270.04,214.03,14383525286.0,1237886000.0,14.1830845,2.3,413160635.6203958,0.818,-0.044,1.156393089405257,0.24749123821527905,525435000.0,0.005312693851263513,0.03342337705997825,Low Growth,hold,1.0319258408810648
ETFC,Financials,48.48,22.14,0.0,2.15,56.0,32.25,13754977266.0,0.0,5.689136,2.15,610008273.9665842,1.097896551724138,0.039403846153846143,1.2440849965312557,0.024363726811488934,2389545891.9333334,-0.0002379594559839591,0.0014979618197602147,Low Growth,buy,0.9258407654744877
ETN,Industrials,79.41,17.08,2.9404557,6.68,89.85,69.45,35961772000.0,4253000000.0,1.8161736,2.17,3025118208.789825,1.079,0.108,0.5149191006513973,0.13041551167398796,3885000000.0,0.00773842508948678,0.07871352541605497,Dividend Paying,buy,1.02439654059636
ETR,Utilities,72.02,10.65,4.892126,-3.26,87.95,69.63,13116894887.0,880700000.0,1.5543115,1.54,-593738924.3490697,0.705,-0.148,1.7906057500224968,-0.04887781235616852,2660654000.0,0.0033941070332144034,-0.009944809912472478,Undervalued,buy,0.32034762179019377
EVHC,Health Care,35.34,10.91,0.0,-0.48,73.0,23.77,4212729247.0,827200000.0,1.227099,0.64,-57218733.405772485,0.7986122448979591,0.03893478260869565,0.8889550894999193,-0.001294009623769518,4221927723.4042554,-0.0002379594559839591,-0.0011155968892213877,Low Growth,buy,0.9480929782518385
EW,Health Care,123.78,32.57,0.0,2.88,138.48,89.2,27447099863.0,1156700000.0,7.8283277,8.48,638614054.0106641,1.074,0.138,0.10449624060150375,0.10635059519229019,1729800000.0,0.005500856866065018,0.06820467938425583,Overvalued,buy,2.3987786514974068
EXC,Utilities,35.98,14.51,3.8174274,1.23,42.67,33.3,34734816899.0,8548000000.0,1.3933871,1.26,1187432595.4911063,0.607,0.15,1.708716754028344,0.05465239542924041,4013000000.0,0.004832508156408449,0.011693543768253859,Dividend Paying,hold,0.7273485559378584
EXPD,Industrials,60.36,25.26,1.3520038,2.36,67.54,51.96,11040678071.0,721643000.0,2.190319,5.55,431676611.1259112,0.984,-0.338,0.2207764553308093,0.046416290896119636,939933000.0,0.006618631666993835,0.09542326192947385,Low Growth,hold,-0.3346872225537879
EXPE,Consumer Discretionary,123.03,30.99,0.92785895,1.81,161.0,115.55,19722178609.0,1481458000.0,2.5074897,4.14,290149908.82134444,1.858,0.103,4.28096479791395,0.0225991049786856,1467000000.0,0.0043845883714274244,0.013406797376459867,Volatile,buy,0.40043342235636087
EXR,Real Estate,77.56,18.12,3.879632,2.92,88.56,71.34,10133547517.0,717468000.0,12.204818,4.54,381510556.3388344,0.748,0.496,0.7819696182058118,0.1490133582341505,1236873000.0,0.00755891774713727,0.01389521109387849,Undervalued,hold,0.5801724367797703
F,Consumer Discretionary,10.43,5.89,6.7843866,1.9,13.48,10.19,42414328338.0,9281000000.0,0.27054095,1.26,7726483589.856184,1.626,0.045,3.5327659972412504,0.043852884596013324,5458000000.0,0.004773998852584396,0.028270036185489678,High Growth,hold,1.042341747840561
FAST,Industrials,52.15,27.02,2.7798648,2.01,57.815,39.79,15311373377.0,1009600000.0,3.472977,7.39,590141140.7050815,1.034,0.037,0.15975871954132823,0.08032737701350014,1528700000.0,0.005829005667684971,0.13223266053576854,Low Growth,hold,2.2655375774988658
FB,Information Technology,171.58,27.9,0.0,5.39,195.32,132.44,523423036576.0,23624000000.0,13.241967,7.08,16442768196.436878,1.1849285714285713,0.09067924528301889,0.4748850457386026,0.41471416591248417,10675799947.368422,-0.0002379594559839591,0.25743320769510836,Volatile,buy,1.30790078037718
FBHS,Industrials,62.44,20.27,1.2618296,3.04,73.62,55.25,9624169008.0,814500000.0,1.8434572,3.76,468569407.1800129,1.171875,0.052288461538461534,1.52137196108356,0.019405579898214943,2770624732.142857,0.004209134462420117,0.013804395972984284,Volatile,buy,0.8334267422865484
FCX,Materials,17.16,14.67,1.1198208,1.24,20.25,11.05,25853969330.0,5347000000.0,1.6538345,3.66,1868235545.990676,2.061,0.026,0.590247409093632,0.08174296854039273,6225000000.0,0.0018155693313234847,0.03558137252867626,High Growth,buy,1.3766122098022355
FDX,Industrials,239.27,19.45,0.7963368,11.07,274.66,182.89,67280478816.0,8062000000.0,1.0751684,3.9,3112780124.934676,1.223,0.139,1.4693345599509353,0.03452698269574262,5338000000.0,0.005501752766709064,0.03572036910520267,High Growth,buy,1.3253349035772117
FE,Utilities,30.64,11.18,4.673807,-14.49,35.22,27.93,13706075072.0,-5067000000.0,1.2994481,2.19,-6481756781.765014,0.479,-0.008,2.3867011593369742,-0.5036330055761471,2188000000.0,0.0021980914827248055,-0.13291276440554092,Low Growth,buy,0.3817304121797252
FFIV,Information Technology,137.25,21.21,0.0,6.51,149.5,114.63,8744185796.0,629940000.0,4.1203604,6.86,414751544.85945356,1.1849285714285713,-0.011,0.10034382865419722,0.1474321467567194,537956000.0,0.004853205589785326,0.07902538670077786,Low Growth,hold,1.230935896104037
FIS,Information Technology,92.74,22.08,1.322724,1.72,103.65,77.63,32308459680.0,2782000000.0,4.7038417,3.25,599208007.8671554,0.977,0.031,1.012989053579846,0.0610129322744278,1580000000.0,0.0016779413582001532,0.010873931727922247,Low Growth,buy,0.5816853487689704
FISV,Information Technology,133.05,27.32,0.0,4.14,144.2,106.2,26918949723.0,1911000000.0,6.518713,11.54,837613317.1981959,1.1849285714285713,0.09067924528301889,0.4748850457386026,0.02112601138987737,10675799947.368422,0.004915220084806456,0.013113940455670865,Volatile,buy,1.30790078037718
FITB,Financials,31.1,16.9,1.9789734,2.85,33.91,23.2,22437653700.0,0.0,2.8802848,1.46,2056183699.1961415,1.271,-0.016,0.9862299186313374,0.2406863747156902,2389545891.9333334,0.006465350095702104,0.009582632095203247,High Growth,buy,0.9258407654744877
FL,Consumer Discretionary,45.88,9.5,2.5827951,4.91,77.86,28.42,5819080328.0,957000000.0,1.0362948,3.4,622748134.4917175,1.428,0.05999999999999999,1.0183391003460207,0.07624242586823181,139000000.0,-0.0002379594559839591,0.09067386932028501,Low Growth,hold,0.5546088303640588
FLIR,Information Technology,46.46,25.53,1.2396694,1.21,52.88,33.75,6706992926.0,375267000.0,5.137961,3.52,174676311.67585018,1.1849285714285713,0.09067924528301889,0.4748850457386026,0.004405629273361472,10675799947.368422,-0.0002379594559839591,0.0027347878827853936,Volatile,buy,1.30790078037718
FLR,Industrials,55.31,19.9,1.4726508,1.99,62.09,37.0351,7978485059.0,709756000.0,0.5516402,2.4,287058131.75574034,2.133,0.052288461538461534,0.5969072164948453,0.018550997269984514,253000000.0,-0.0002379594559839591,0.04116709189097094,Volatile,buy,0.33428994044661814
FLS,Industrials,40.82,26.17,1.8291216,1.12,51.92,37.51,5427884956.0,463066000.0,2.0803037,3.15,148927759.69426754,1.171875,0.052288461538461534,0.7254775063271526,0.0344694145467764,315659000.0,-0.0002379594559839591,0.029151683561821965,Volatile,buy,1.2678092780638632
FMC,Materials,80.87,32.48,0.785995,1.56,98.7,56.53,11273961835.0,557800000.0,6.0089035,5.26,217477191.3268208,0.875,-0.293,0.9306944161055567,0.04847044471044414,749700000.0,0.004728180610615563,0.018235246040383422,Low Growth,hold,1.0058795721798734
FOX,Consumer Discretionary,34.09,17.57,1.0084034,1.59,38.56,24.3,66135313503.0,5280000000.0,3.1654842,4.04,3084633278.6673512,0.792,-0.081,0.7908074773559453,0.20684190160714486,2764000000.0,-0.06419866146138105,0.14106984719049442,Low Growth,none,1.7842147222960405
FOXA,Consumer Discretionary,34.56,17.81,0.9983361,1.59,39.135,24.81,44027094922.0,5280000000.0,2.1080317,4.11,2025552110.126736,0.792,-0.081,0.7908074773559453,0.1358245899635711,2764000000.0,0.0008511655741942978,0.09263478048690825,Low Growth,hold,1.7842147222960405
FRT,Real Estate,108.11,18.35,3.5925992,3.5,143.79,109.74,8077368506.0,540767000.0,12.898601,3.98,261500229.12774023,1.238,0.042,1.5818129791406066,0.23097584703824767,396589000.0,0.0034582202783117197,0.030996249294464377,Low Growth,buy,0.5473625893966356
